,ra,dec_x,Nobs,filter,Name,coord,Type,dec_y
248,255.612,-22.631839999999976,13,zr,22709,170226.81 -223754.8,RRAB,-22.631888888888888
249,255.61,-20.935429999999975,13,zr,22710,170226.37 -205607.5,RRAB,-20.93541666666667
250,255.62,-21.916009999999975,13,zr,22711,170228.91 -215457.7,SRB,-21.916027777777778
251,255.661,-21.91506000000003,13,zr,22715,170238.73 -215454.5,RRAB,-21.915138888888887
252,255.662,-21.34064000000002,6,zr,22716,170238.90 -212026.0,SRA,-21.340555555555554
253,255.672,-21.057509999999994,13,zr,22720,170241.33 -210327.5,RRAB,-21.05763888888889
254,255.72,-21.884249999999994,13,zr,22724,170252.74 -215303.4,RRAB,-21.88427777777778
255,255.721,-21.239000000000022,13,zr,22725,170252.97 -211420.7,RRAB,-21.239083333333333
256,255.739,-20.926360000000024,13,zr,22727,170257.32 -205535.1,RRC,-20.926416666666668
257,255.746,-21.38183999999998,13,zr,22728,170259.08 -212255.0,SRB,-21.381944444444446
258,255.97,-20.2978,15,zr,22748,170352.77 -201752.8,RRAB,-20.298000000000002
259,256.035,-20.828200000000002,13,zr,22755,170408.44 -204941.8,RRC,-20.828277777777778
260,256.125,-22.169650000000008,13,zr,22759,170430.06 -221010.5,SRA,-22.169583333333335
261,256.125,-21.279120000000013,13,zr,22762,170430.09 -211645.0,EW/KW,-21.279166666666665
262,256.112,-21.01347000000001,13,zr,22760,170426.93 -210048.1,RRAB,-21.01336111111111
263,256.147,-21.17111000000002,13,zr,22764,170435.26 -211015.9,RR,-21.171083333333335
264,256.156,-20.89138999999999,13,zr,22767,170437.34 -205329.3,SRB,-20.891472222222223
265,256.172,-21.611829999999994,13,zr,22768,170441.40 -213642.9,RRAB,-21.61191666666667
266,256.215,-24.772959999999973,12,zr,23564,170451.59 -244622.7,RRAB,-24.772972222222222
267,255.93,11.865409999999978,28,zr,22779,170343.25 +115156.0,RR,11.865555555555556
268,256.298,-22.528660000000016,13,zr,22784,170511.56 -223143.5,RRAB,-22.52875
